name,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Hanoi,0.6047197640117994,0.6812749003984063,0.6596491228070175,0.546067415730337,0.5456919060052219,0.5288461538461539,0.7901639344262296,0.7144927536231884,0.020644398214441168,1.0,0.0833,rain,0.0,0.0,0.10315985130111527,0.27020785219399535,0.943857698721512,0.42576419213973793,0.687,0.71,0.2862890745899102,0.28673835125448033,0.5,0.25546236108198783,2020-09-24T05:45:51,2020-09-24T17:51:02,0.25510204081632654,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,0.7551622418879056,0.8207171314741035,0.7789473684210525,0.7662921348314606,0.6370757180156658,0.7235576923076924,0.9016393442622951,0.7318840579710144,5.1033120495201386e-05,1.0,0.0417,rain,0.0,0.0,0.19330855018587362,0.4018475750577367,0.3540856031128405,0.35152838427947586,0.578,0.79,0.8056329309811203,0.810035842293907,0.9,0.25546236108198783,2018-05-06T05:23:29,2018-05-06T18:23:16,0.7142857142857143,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,0.6076696165191741,0.6812749003984063,0.6491228070175438,0.5640449438202247,0.5456919060052219,0.5360576923076923,0.8229508196721312,0.8057971014492753,0.0,0.0,0.0,rain,0.0,0.0,0.18401486988847587,0.31870669745958424,0.3293496386881601,0.3384279475982517,0.838,0.3600000000000001,0.5605075827917053,0.5663082437275987,0.6000000000000001,0.736842105263158,2023-04-17T05:36:42,2023-04-17T18:16:15,0.9081632653061225,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,0.5929203539823009,0.7768924302788844,0.6842105263157895,0.5752808988764045,0.6083550913838119,0.5625,0.8721311475409836,0.8420289855072463,0.005898828339592395,1.0,0.0417,rain,0.0,0.0,0.45817843866171004,0.4434180138568129,0.29294052251250696,0.3427947598253276,0.8109999999999999,0.3400000000000001,0.8136799752398638,0.8136200716845879,0.9,0.25546236108198783,2016-04-17T05:36:06,2016-04-17T18:16:26,0.33673469387755106,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB,remote"
Hanoi,0.6784660766961652,0.7888446215139442,0.719298245614035,0.6314606741573033,0.6161879895561357,0.6153846153846153,0.8524590163934426,0.7347826086956522,0.1416139074259194,1.0,0.16670000000000001,rain,0.0,0.0,0.08364312267657992,0.10392609699769054,0.169816564758199,0.2969432314410483,0.615,0.6900000000000001,0.22469823584029708,0.22222222222222227,0.30000000000000004,0.25546236108198783,2020-08-19T05:36:40,2020-08-19T18:23:27,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,0.2802359882005899,0.36254980079681276,0.3263157894736842,0.2134831460674157,0.3368146214099217,0.28125,0.5737704918032787,0.9275362318840581,0.001395905942956979,1.0,0.0833,rain,0.0,0.0,0.15334572490706322,0.38106235565819857,0.0964424680377988,0.4890829694323138,0.742,0.4,0.08666047663262147,0.08243727598566308,0.1,0.25546236108198783,2019-02-23T06:21:57,2019-02-23T17:58:22,0.6326530612244898,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,0.5132743362831858,0.4422310756972111,0.4842105263157894,0.39101123595505616,0.3890339425587468,0.3894230769230769,0.6721311475409836,0.810144927536232,6.003896528847221e-06,1.0,0.0417,rain,0.0,0.0,0.2007434944237918,0.46420323325635104,0.17620900500277933,0.38646288209606894,0.88,0.5599999999999999,0.19405756731662022,0.19354838709677424,0.30000000000000004,0.25546236108198783,2020-03-30T05:51:30,2020-03-30T18:10:48,0.20408163265306123,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,0.7964601769911503,0.8406374501992031,0.8210526315789474,0.7617977528089888,0.7597911227154047,0.7764423076923076,0.9016393442622951,0.6579710144927537,0.003902532743750694,1.0,0.25,rain,0.0,0.0,0.13011152416356878,0.18706697459584296,0.3568649249583102,0.3995633187772931,0.39799999999999996,0.8599999999999999,0.653358093469514,0.6523297491039427,0.8,0.5789473684210527,2023-09-21T05:44:58,2023-09-21T17:54:36,0.21428571428571427,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,0.71976401179941,0.7410358565737052,0.7403508771929824,0.6696629213483145,0.5848563968668408,0.6394230769230769,0.8524590163934426,0.7028985507246377,0.0005913838080914513,1.0,0.0417,rain,0.0,0.0,0.17657992565055763,0.09930715935334875,0.8632573652028905,0.42576419213973793,0.37700000000000006,0.55,0.6691426802847416,0.6702508960573478,0.8,0.25546236108198783,2019-09-20T05:44:41,2019-09-20T17:55:33,0.7244897959183674,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,0.32448377581120946,0.4382470119521912,0.3789473684210526,0.24719101123595505,0.38642297650130547,0.3173076923076923,0.5442622950819672,0.7405797101449274,0.0018011689586541662,1.0,0.20829999999999999,rain,0.0,0.0,0.0734200743494424,0.18706697459584296,0.08893829905503058,0.7336244541484724,0.9059999999999999,0.5599999999999999,0.13091922005571027,0.13261648745519716,0.2,0.25546236108198783,2015-12-28T06:31:59,2015-12-28T17:23:45,0.6020408163265306,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
